4.50E+01	1.35E+00	6.05E+00	7.40E+00	1.41E+01	6.21E-01	3.94E+00
5.00E+01	1.36E+00	6.77E+00	8.13E+00	1.47E+01	6.42E-01	4.11E+00
5.50E+01	1.37E+00	7.50E+00	8.87E+00	1.53E+01	6.60E-01	4.26E+00
6.00E+01	1.37E+00	8.23E+00	9.60E+00	1.59E+01	6.76E-01	4.40E+00
7.00E+01	1.39E+00	9.70E+00	1.11E+01	1.68E+01	7.03E-01	4.65E+00
8.00E+01	1.40E+00	1.12E+01	1.26E+01	1.77E+01	7.26E-01	4.88E+00
9.00E+01	1.41E+00	1.27E+01	1.41E+01	1.84E+01	7.44E-01	5.08E+00
1.00E+02	1.41E+00	1.42E+01	1.56E+01	1.91E+01	7.60E-01	5.26E+00
1.25E+02	1.43E+00	1.79E+01	1.93E+01	2.06E+01	7.92E-01	5.66E+00
1.50E+02	1.44E+00	2.17E+01	2.31E+01	2.17E+01	8.15E-01	5.98E+00
1.75E+02	1.46E+00	2.55E+01	2.69E+01	2.27E+01	8.33E-01	6.26E+00
2.00E+02	1.46E+00	2.93E+01	3.07E+01	2.36E+01	8.48E-01	6.51E+00
2.50E+02	1.48E+00	3.69E+01	3.83E+01	2.51E+01	8.70E-01	6.93E+00
3.00E+02	1.49E+00	4.45E+01	4.60E+01	2.63E+01	8.86E-01	7.27E+00
3.50E+02	1.50E+00	5.21E+01	5.36E+01	2.73E+01	8.98E-01	7.56E+00
4.00E+02	1.51E+00	5.97E+01	6.13E+01	2.81E+01	9.07E-01	7.82E+00
4.50E+02	1.52E+00	6.74E+01	6.89E+01	2.89E+01	9.15E-01	8.05E+00
5.00E+02	1.53E+00	7.50E+01	7.66E+01	2.96E+01	9.21E-01	8.25E+00
5.50E+02	1.53E+00	8.27E+01	8.42E+01	3.02E+01	9.27E-01	8.44E+00
6.00E+02	1.54E+00	9.04E+01	9.19E+01	3.08E+01	9.31E-01	8.61E+00
7.00E+02	1.55E+00	1.06E+02	1.07E+02	3.18E+01	9.39E-01	8.91E+00
8.00E+02	1.56E+00	1.21E+02	1.23E+02	3.27E+01	9.45E-01	9.17E+00
9.00E+02	1.56E+00	1.36E+02	1.38E+02	3.34E+01	9.50E-01	9.40E+00
1.00E+03	1.57E+00	1.52E+02	1.53E+02	3.41E+01	9.54E-01	9.61E+00
